Entity1,Gender of Entity1,Entity2,Relation,Entity1 Position,Entity2 Position,Sentence
Thandie Newton,Female,Actress,hypernym,"[167, 173]","[159, 166]","In 2015 , she starred in the US miniseries The Slap.In 2016 , Newton began portraying Maeve Millay in HBO science fiction drama series Westworld , for which she won the Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series , among other accolades ."
Thandie Newton,Female,Actress,hypernym,"[0, 7]","[45, 52]","Melanie Thandiwe Newton OBE ( /ˈtændi/ ; born 6 November 1972 ) is a British actress , [ 2 ] [ 3 ] who has appeared in British and American films.Newton is known for her starring roles , such as the title character in Beloved ( 1998 ) , Nyah Nordoff-Hall in Mission : Impossible 2 ( 2000 ) , Christine in Crash ( 2004 ) , for which she received a BAFTA Award for Best Actress in a Supporting Role , Linda in The Pursuit of Happyness ( 2006 ) , Condoleezza Rice in W. ( 2008 ) , Laura Wilson in 2012 ( 2009 ) , and Val in Solo : A Star Wars Story ( 2018 ) .Since 2016 , Newton has played the sentient android , the madam Maeve Millay , in the HBO science fiction-western series Westworld , for which she earned a Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series and 2 Critics Choice Awards , as well as Golden Globe Award , Saturn Award , and Screen Actors Guild Award nominations ."
Thandie Newton,Female,Actress,hypernym,"[0, 7]","[45, 52]","In 2017 , she portrayed DCI Roz Huntley in the BBC drama series Line of Duty , which earned her a nomination for the British Academy Television Award for Best Actress.Newton was appointed Officer of the Order of the British Empire ( OBE ) in the 2019 New Year Honours for services to film and to charity ."
Thandie Newton,Female,Actress,hypernym,"[0, 7]","[45, 52]",Newton won a BAFTA award for Best Supporting Actress in 2006 for her role in Crash .
Thandie Newton,Female,Actress,hypernym,"[0, 7]","[45, 52]","In 2015 , she starred in the US miniseries The Slap.In 2016 , Newton began portraying Maeve Millay in HBO science fiction drama series Westworld , for which she won the Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series , among other accolades ."
Thandie Newton,Female,Actress,hypernym,"[62, 68]","[217, 224]","Melanie Thandiwe Newton OBE ( /ˈtændi/ ; born 6 November 1972 ) is a British actress , [ 2 ] [ 3 ] who has appeared in British and American films.Newton is known for her starring roles , such as the title character in Beloved ( 1998 ) , Nyah Nordoff-Hall in Mission : Impossible 2 ( 2000 ) , Christine in Crash ( 2004 ) , for which she received a BAFTA Award for Best Actress in a Supporting Role , Linda in The Pursuit of Happyness ( 2006 ) , Condoleezza Rice in W. ( 2008 ) , Laura Wilson in 2012 ( 2009 ) , and Val in Solo : A Star Wars Story ( 2018 ) .Since 2016 , Newton has played the sentient android , the madam Maeve Millay , in the HBO science fiction-western series Westworld , for which she earned a Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series and 2 Critics Choice Awards , as well as Golden Globe Award , Saturn Award , and Screen Actors Guild Award nominations ."
Thandie Newton,Female,Actress,hypernym,"[62, 68]","[217, 224]","In 2017 , she portrayed DCI Roz Huntley in the BBC drama series Line of Duty , which earned her a nomination for the British Academy Television Award for Best Actress.Newton was appointed Officer of the Order of the British Empire ( OBE ) in the 2019 New Year Honours for services to film and to charity ."
Thandie Newton,Female,Actress,hypernym,"[62, 68]","[217, 224]",Newton won a BAFTA award for Best Supporting Actress in 2006 for her role in Crash .
Thandie Newton,Female,Actress,hypernym,"[62, 68]","[217, 224]","In 2015 , she starred in the US miniseries The Slap.In 2016 , Newton began portraying Maeve Millay in HBO science fiction drama series Westworld , for which she won the Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series , among other accolades ."
Thandie Newton,Female,Ol Parker,spouse,"[0, 7]","[-1, -1]","Newton next portrayed US National Security Advisor-turned Secretary of State Condoleezza Rice in W. , Oliver Stone 's film biography of President George W. Bush ."
Thandie Newton,Female,Ol Parker,spouse,"[0, 7]","[-1, -1]","Newton appeared as Val in the Star Wars film Solo : A Star Wars Story , which was released in May 2018.Newton married English writer , director , and producer Ol Parker in 1998 ."
Thandie Newton,Female,Ol Parker,spouse,"[0, 7]","[159, 168]","Newton next portrayed US National Security Advisor-turned Secretary of State Condoleezza Rice in W. , Oliver Stone 's film biography of President George W. Bush ."
Thandie Newton,Female,Ol Parker,spouse,"[0, 7]","[159, 168]","Newton appeared as Val in the Star Wars film Solo : A Star Wars Story , which was released in May 2018.Newton married English writer , director , and producer Ol Parker in 1998 ."
Thandie Newton,Female,"November 6, 1972",birthDate,"[17, 23]","[48, 61]","Melanie Thandiwe Newton OBE ( /ˈtændi/ ; born 6 November 1972 ) is a British actress , [ 2 ] [ 3 ] who has appeared in British and American films.Newton is known for her starring roles , such as the title character in Beloved ( 1998 ) , Nyah Nordoff-Hall in Mission : Impossible 2 ( 2000 ) , Christine in Crash ( 2004 ) , for which she received a BAFTA Award for Best Actress in a Supporting Role , Linda in The Pursuit of Happyness ( 2006 ) , Condoleezza Rice in W. ( 2008 ) , Laura Wilson in 2012 ( 2009 ) , and Val in Solo : A Star Wars Story ( 2018 ) .Since 2016 , Newton has played the sentient android , the madam Maeve Millay , in the HBO science fiction-western series Westworld , for which she earned a Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series and 2 Critics Choice Awards , as well as Golden Globe Award , Saturn Award , and Screen Actors Guild Award nominations ."
Thandie Newton,Female,London,birthPlace,"[6, 12]","[39, 45]","[ 4 ] Newton was born in Westminster , London , England , the daughter of Nyasha , a Zimbabwean princess of the Shona tribe , and Nick Newton , an English [ 5 ] laboratory technician and artist ."
Thandie Newton,Female,London,birthPlace,"[6, 12]","[39, 45]","`` [ 11 ] Newton was brought up in London and Penzance , Cornwall and studied dance at the Tring Park School for the Performing Arts ."
Thandie Newton,Female,London,birthPlace,"[6, 12]","[39, 45]","[ 22 ] In 2013 Newton led the One Billion Rising flash mob in London , for an end to violence , and for justice and gender equality ."
Thandie Newton,Female,London,birthPlace,"[10, 16]","[35, 41]","[ 4 ] Newton was born in Westminster , London , England , the daughter of Nyasha , a Zimbabwean princess of the Shona tribe , and Nick Newton , an English [ 5 ] laboratory technician and artist ."
Thandie Newton,Female,London,birthPlace,"[10, 16]","[35, 41]","`` [ 11 ] Newton was brought up in London and Penzance , Cornwall and studied dance at the Tring Park School for the Performing Arts ."
Thandie Newton,Female,London,birthPlace,"[10, 16]","[35, 41]","[ 22 ] In 2013 Newton led the One Billion Rising flash mob in London , for an end to violence , and for justice and gender equality ."
Thandie Newton,Female,London,birthPlace,"[15, 21]","[62, 68]","[ 4 ] Newton was born in Westminster , London , England , the daughter of Nyasha , a Zimbabwean princess of the Shona tribe , and Nick Newton , an English [ 5 ] laboratory technician and artist ."
Thandie Newton,Female,London,birthPlace,"[15, 21]","[62, 68]","`` [ 11 ] Newton was brought up in London and Penzance , Cornwall and studied dance at the Tring Park School for the Performing Arts ."
Thandie Newton,Female,London,birthPlace,"[15, 21]","[62, 68]","[ 22 ] In 2013 Newton led the One Billion Rising flash mob in London , for an end to violence , and for justice and gender equality ."
Thandie Newton,Female,"Downing College, Cambridge",NA,"[24, 30]","[40, 55]","Between 1992 and 1995 , Newton attended Downing College , Cambridge , where she studied social anthropology ."
Judy Martz,Female,Governor,hypernym,"[13, 18]","[123, 131]","Judith Helen Martz ( née Morstein ; July 28 , 1943 – October 30 , 2017 ) was an American politician who served as the 22nd Governor of Montana , the first and to date only woman to have held the office ."
Judy Martz,Female,Governor,hypernym,"[13, 18]","[123, 131]","She previously served as the 31st Lieutenant Governor of Montana from 1997 to 2001 under the governorship of Marc Racicot.Martz was born July 28 , 1943 , in Big Timber , Montana , as Judith Helen Morstein ."
Judy Martz,Female,Governor,hypernym,"[13, 18]","[123, 131]","[ 3 ] In 1996 , Martz became the first female Lieutenant Governor of Montana , elected with Marc Racicot ."
Judy Martz,Female,Governor,hypernym,"[13, 18]","[123, 131]",[ 7 ] The state Democratic Party alleged that Martz had assisted ARCO in her position as Lieutenant Governor .
Judy Martz,Female,Governor,hypernym,"[122, 127]","[45, 53]","Judith Helen Martz ( née Morstein ; July 28 , 1943 – October 30 , 2017 ) was an American politician who served as the 22nd Governor of Montana , the first and to date only woman to have held the office ."
Judy Martz,Female,Governor,hypernym,"[122, 127]","[45, 53]","She previously served as the 31st Lieutenant Governor of Montana from 1997 to 2001 under the governorship of Marc Racicot.Martz was born July 28 , 1943 , in Big Timber , Montana , as Judith Helen Morstein ."
Judy Martz,Female,Governor,hypernym,"[122, 127]","[45, 53]","[ 3 ] In 1996 , Martz became the first female Lieutenant Governor of Montana , elected with Marc Racicot ."
Judy Martz,Female,Governor,hypernym,"[122, 127]","[45, 53]",[ 7 ] The state Democratic Party alleged that Martz had assisted ARCO in her position as Lieutenant Governor .
Judy Martz,Female,Governor,hypernym,"[16, 21]","[57, 65]","Judith Helen Martz ( née Morstein ; July 28 , 1943 – October 30 , 2017 ) was an American politician who served as the 22nd Governor of Montana , the first and to date only woman to have held the office ."
Judy Martz,Female,Governor,hypernym,"[16, 21]","[57, 65]","She previously served as the 31st Lieutenant Governor of Montana from 1997 to 2001 under the governorship of Marc Racicot.Martz was born July 28 , 1943 , in Big Timber , Montana , as Judith Helen Morstein ."
Judy Martz,Female,Governor,hypernym,"[16, 21]","[57, 65]","[ 3 ] In 1996 , Martz became the first female Lieutenant Governor of Montana , elected with Marc Racicot ."
Judy Martz,Female,Governor,hypernym,"[16, 21]","[57, 65]",[ 7 ] The state Democratic Party alleged that Martz had assisted ARCO in her position as Lieutenant Governor .
Judy Martz,Female,Governor,hypernym,"[46, 51]","[100, 108]","Judith Helen Martz ( née Morstein ; July 28 , 1943 – October 30 , 2017 ) was an American politician who served as the 22nd Governor of Montana , the first and to date only woman to have held the office ."
Judy Martz,Female,Governor,hypernym,"[46, 51]","[100, 108]","She previously served as the 31st Lieutenant Governor of Montana from 1997 to 2001 under the governorship of Marc Racicot.Martz was born July 28 , 1943 , in Big Timber , Montana , as Judith Helen Morstein ."
Judy Martz,Female,Governor,hypernym,"[46, 51]","[100, 108]","[ 3 ] In 1996 , Martz became the first female Lieutenant Governor of Montana , elected with Marc Racicot ."
Judy Martz,Female,Governor,hypernym,"[46, 51]","[100, 108]",[ 7 ] The state Democratic Party alleged that Martz had assisted ARCO in her position as Lieutenant Governor .
Judy Martz,Female,Harry Martz,spouse,"[6, 11]","[146, 151]","[ 5 ] Martz was a speed skater at the 1964 Olympics ( 1500 metres ) , 1962 Miss Rodeo Montana , [ 6 ] and owner and operator , with her husband , Harry , of a garbage disposal service in her hometown of Butte , Montana ."
Judy Martz,Female,Harry Martz,spouse,"[6, 11]","[146, 151]","[ 16 ] Martz and her husband , Harry , were married in 1965 ."
Judy Martz,Female,Harry Martz,spouse,"[7, 12]","[31, 36]","[ 5 ] Martz was a speed skater at the 1964 Olympics ( 1500 metres ) , 1962 Miss Rodeo Montana , [ 6 ] and owner and operator , with her husband , Harry , of a garbage disposal service in her hometown of Butte , Montana ."
Judy Martz,Female,Harry Martz,spouse,"[7, 12]","[31, 36]","[ 16 ] Martz and her husband , Harry , were married in 1965 ."
Judy Martz,Female,"July 28, 1943",birthDate,"[13, 18]","[36, 43]","Judith Helen Martz ( née Morstein ; July 28 , 1943 – October 30 , 2017 ) was an American politician who served as the 22nd Governor of Montana , the first and to date only woman to have held the office ."
Judy Martz,Female,"July 28, 1943",birthDate,"[13, 18]","[36, 43]","She previously served as the 31st Lieutenant Governor of Montana from 1997 to 2001 under the governorship of Marc Racicot.Martz was born July 28 , 1943 , in Big Timber , Montana , as Judith Helen Morstein ."
Judy Martz,Female,"July 28, 1943",birthDate,"[122, 127]","[137, 144]","Judith Helen Martz ( née Morstein ; July 28 , 1943 – October 30 , 2017 ) was an American politician who served as the 22nd Governor of Montana , the first and to date only woman to have held the office ."
Judy Martz,Female,"July 28, 1943",birthDate,"[122, 127]","[137, 144]","She previously served as the 31st Lieutenant Governor of Montana from 1997 to 2001 under the governorship of Marc Racicot.Martz was born July 28 , 1943 , in Big Timber , Montana , as Judith Helen Morstein ."
Judy Martz,Female,Montana,birthPlace,"[13, 18]","[135, 142]","Judith Helen Martz ( née Morstein ; July 28 , 1943 – October 30 , 2017 ) was an American politician who served as the 22nd Governor of Montana , the first and to date only woman to have held the office ."
Judy Martz,Female,Montana,birthPlace,"[13, 18]","[135, 142]","She previously served as the 31st Lieutenant Governor of Montana from 1997 to 2001 under the governorship of Marc Racicot.Martz was born July 28 , 1943 , in Big Timber , Montana , as Judith Helen Morstein ."
Judy Martz,Female,Montana,birthPlace,"[13, 18]","[135, 142]","[ 5 ] Martz was a speed skater at the 1964 Olympics ( 1500 metres ) , 1962 Miss Rodeo Montana , [ 6 ] and owner and operator , with her husband , Harry , of a garbage disposal service in her hometown of Butte , Montana ."
Judy Martz,Female,Montana,birthPlace,"[13, 18]","[135, 142]","[ 3 ] In 1996 , Martz became the first female Lieutenant Governor of Montana , elected with Marc Racicot ."
Judy Martz,Female,Montana,birthPlace,"[13, 18]","[135, 142]","[ 7 ] In the Montana gubernatorial election of 2000 , Martz won the Republican primary over conservative activist and University of Montana law professor Rob Natelson 57 percent to 43 percent ."
Judy Martz,Female,Montana,birthPlace,"[13, 18]","[135, 142]","[ 11 ] Upon becoming governor , Martz 's first legislative session resulted in the single largest increase in the education budget in Montana history , [ 12 ] as well as tax cuts intended to stimulate the stagnant state economy ."
Judy Martz,Female,Montana,birthPlace,"[13, 18]","[135, 142]","[ 3 ] Also during her term , her chief policy adviser , Shane Hedges , was involved in a drunk driving accident near Marysville , Montana , in August 2001 , after which he went to Martz 's residence , where she washed his clothes ."
Judy Martz,Female,Montana,birthPlace,"[13, 18]","[135, 142]",[ 15 ] In September 2005 Martz was named chair of Montanans for Judge Roberts ( Chief Justice nominee John Roberts ) and spoke at a rally in support of Roberts .
Judy Martz,Female,Montana,birthPlace,"[122, 127]","[57, 64]","Judith Helen Martz ( née Morstein ; July 28 , 1943 – October 30 , 2017 ) was an American politician who served as the 22nd Governor of Montana , the first and to date only woman to have held the office ."
Judy Martz,Female,Montana,birthPlace,"[122, 127]","[57, 64]","She previously served as the 31st Lieutenant Governor of Montana from 1997 to 2001 under the governorship of Marc Racicot.Martz was born July 28 , 1943 , in Big Timber , Montana , as Judith Helen Morstein ."
Judy Martz,Female,Montana,birthPlace,"[122, 127]","[57, 64]","[ 5 ] Martz was a speed skater at the 1964 Olympics ( 1500 metres ) , 1962 Miss Rodeo Montana , [ 6 ] and owner and operator , with her husband , Harry , of a garbage disposal service in her hometown of Butte , Montana ."
Judy Martz,Female,Montana,birthPlace,"[122, 127]","[57, 64]","[ 3 ] In 1996 , Martz became the first female Lieutenant Governor of Montana , elected with Marc Racicot ."
