age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
56,retired,married,primary,no,2399,yes,no,cellular,23,jul,652,2,-1,0,unknown,no
41,management,married,tertiary,no,72,yes,no,unknown,7,may,764,3,-1,0,unknown,no
50,blue-collar,married,primary,no,8139,yes,no,cellular,18,aug,256,6,-1,0,unknown,no
40,management,married,tertiary,no,5010,no,no,cellular,17,nov,49,1,-1,0,unknown,no
40,unemployed,married,tertiary,no,2135,yes,no,cellular,5,feb,171,5,230,1,failure,no
38,entrepreneur,married,secondary,no,868,no,no,cellular,20,nov,452,2,-1,0,unknown,no
38,management,married,tertiary,no,106,no,no,cellular,2,feb,124,1,-1,0,unknown,no
44,admin.,married,secondary,no,1807,yes,yes,cellular,8,apr,229,1,313,1,failure,no
33,self-employed,married,secondary,no,215,yes,no,cellular,29,jul,543,12,-1,0,unknown,no
57,retired,married,secondary,no,1044,no,no,telephone,12,jul,567,1,182,3,success,yes
46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes
42,blue-collar,married,primary,no,1288,yes,no,unknown,14,may,295,1,-1,0,unknown,no
27,services,married,secondary,no,8,yes,no,unknown,6,may,88,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,-460,yes,yes,cellular,29,jan,131,2,206,6,other,no
29,management,married,tertiary,no,20,yes,no,cellular,12,may,418,1,-1,0,unknown,no
32,technician,married,tertiary,no,514,yes,no,unknown,20,may,414,2,-1,0,unknown,no
37,management,married,secondary,no,676,no,no,telephone,18,nov,217,2,-1,0,unknown,no
48,management,married,tertiary,no,13501,no,no,unknown,19,jun,63,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,1860,no,no,cellular,25,aug,150,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,568,yes,no,telephone,17,apr,246,1,317,1,failure,no
29,blue-collar,married,primary,no,410,no,yes,telephone,25,jul,297,2,-1,0,unknown,no
28,self-employed,married,tertiary,no,476,no,yes,cellular,22,jul,630,1,-1,0,unknown,no
44,housemaid,married,primary,no,3706,no,no,unknown,17,jun,209,3,-1,0,unknown,no
34,services,married,secondary,no,1337,no,no,cellular,30,apr,442,1,-1,0,unknown,yes
42,admin.,married,secondary,no,4209,yes,no,unknown,5,jun,57,6,-1,0,unknown,no
51,technician,married,secondary,no,47,no,no,cellular,18,aug,54,4,-1,0,unknown,no
47,housemaid,married,secondary,no,2524,no,no,cellular,12,oct,105,1,-1,0,unknown,yes
62,unemployed,married,secondary,no,1625,no,no,telephone,23,apr,155,1,-1,0,unknown,no
36,management,married,tertiary,no,2415,yes,no,telephone,22,oct,73,1,86,4,other,no
50,admin.,married,secondary,no,-185,no,no,cellular,2,feb,97,1,-1,0,unknown,no
45,blue-collar,married,primary,no,803,yes,no,cellular,4,may,742,4,-1,0,unknown,yes
33,retired,married,secondary,no,165,no,no,unknown,7,may,111,1,-1,0,unknown,no
47,self-employed,married,secondary,no,231,no,no,cellular,8,aug,88,2,-1,0,unknown,no
57,technician,married,secondary,no,1144,yes,no,cellular,6,apr,41,2,-1,0,unknown,no
62,retired,married,secondary,no,1495,no,no,cellular,17,aug,606,1,196,1,success,yes
54,housemaid,married,primary,no,3304,no,yes,cellular,25,jul,90,7,-1,0,unknown,no
41,services,married,secondary,no,471,yes,no,cellular,13,may,954,2,293,4,success,yes
57,retired,married,primary,no,3549,no,no,cellular,31,jul,51,36,-1,0,unknown,no
46,unknown,married,unknown,no,2911,no,no,telephone,7,jul,41,9,-1,0,unknown,no
51,management,married,tertiary,no,409,yes,no,cellular,28,jan,203,1,-1,0,unknown,no
59,blue-collar,married,primary,no,80,yes,no,telephone,31,jul,46,21,-1,0,unknown,no
62,management,married,tertiary,no,0,yes,yes,cellular,4,jun,106,1,64,3,failure,no
75,retired,married,secondary,no,26452,no,no,telephone,15,jul,219,2,-1,0,unknown,no
43,unemployed,married,secondary,no,210,yes,no,unknown,12,may,88,5,-1,0,unknown,no
36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,1001,4,-1,0,unknown,yes
39,blue-collar,married,secondary,no,1309,no,yes,telephone,10,jul,37,1,-1,0,unknown,no
35,management,married,tertiary,no,272,yes,yes,cellular,11,jul,163,2,-1,0,unknown,no
34,management,married,secondary,no,0,no,no,cellular,2,feb,270,1,-1,0,unknown,no
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success,yes
48,management,married,tertiary,no,3766,no,no,cellular,6,aug,206,2,-1,0,unknown,no
77,retired,married,primary,no,1385,no,no,telephone,8,sep,160,4,-1,0,unknown,no
58,retired,married,primary,no,3260,no,no,telephone,27,oct,27,1,-1,0,unknown,no
51,blue-collar,married,primary,no,97,no,no,cellular,13,aug,286,2,-1,0,unknown,no
39,management,married,tertiary,no,575,no,no,unknown,6,jun,109,1,-1,0,unknown,no
31,technician,married,tertiary,no,1503,yes,yes,cellular,8,aug,257,2,-1,0,unknown,no
40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown,no
47,blue-collar,married,secondary,yes,-5,yes,no,unknown,7,may,444,1,-1,0,unknown,no
30,blue-collar,married,primary,no,25,yes,no,cellular,13,may,51,1,-1,0,unknown,no
47,management,married,secondary,no,2010,no,no,telephone,4,may,222,6,-1,0,unknown,no
54,management,married,tertiary,no,0,no,no,cellular,5,aug,214,3,-1,0,unknown,no
52,technician,married,secondary,no,0,no,no,unknown,14,may,97,2,-1,0,unknown,no
34,technician,married,secondary,no,1,yes,no,unknown,24,jun,165,5,-1,0,unknown,no
30,services,married,primary,no,997,yes,no,cellular,28,jul,76,3,-1,0,unknown,no
58,management,married,tertiary,no,541,yes,no,cellular,8,may,98,1,-1,0,unknown,no
56,management,married,tertiary,no,4,yes,yes,cellular,30,jan,299,1,2,5,other,no
54,blue-collar,married,primary,no,532,no,no,telephone,31,jul,73,2,-1,0,unknown,no
31,services,married,secondary,no,-327,yes,no,unknown,28,may,408,1,-1,0,unknown,no
48,services,married,secondary,no,127,no,no,cellular,8,jul,117,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,757,yes,no,unknown,6,may,133,1,-1,0,unknown,no
55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,-1,0,unknown,yes
49,technician,married,secondary,no,3410,no,no,unknown,4,aug,130,1,-1,0,unknown,no
41,blue-collar,married,unknown,no,2113,yes,no,telephone,9,jul,20,5,-1,0,unknown,no
51,technician,married,secondary,no,39,no,no,cellular,2,nov,173,1,-1,0,unknown,no
37,management,married,tertiary,no,3794,no,no,cellular,18,aug,147,1,379,1,failure,no
45,management,married,tertiary,no,226,yes,no,cellular,15,feb,91,4,185,6,success,yes
48,technician,married,secondary,no,0,yes,yes,unknown,2,jul,44,2,-1,0,unknown,no
47,management,married,tertiary,no,2351,no,no,cellular,10,mar,80,1,-1,0,unknown,yes
69,housemaid,married,primary,no,1080,no,no,cellular,22,apr,164,2,-1,0,unknown,no
59,management,married,tertiary,no,3779,no,no,cellular,18,aug,93,3,-1,0,unknown,no
48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes
33,technician,married,secondary,no,0,yes,no,unknown,7,may,432,1,-1,0,unknown,no
56,retired,married,secondary,yes,-1122,yes,yes,cellular,21,nov,220,1,-1,0,unknown,no
42,self-employed,married,tertiary,no,-1781,yes,yes,cellular,7,aug,197,2,-1,0,unknown,no
33,blue-collar,married,primary,no,1002,yes,no,cellular,20,apr,92,2,325,4,failure,no
72,retired,married,primary,no,806,no,no,cellular,19,oct,169,1,-1,0,unknown,no
43,management,married,tertiary,no,244,no,no,cellular,14,aug,167,2,-1,0,unknown,no
57,retired,married,primary,no,1623,yes,yes,cellular,18,jul,246,1,-1,0,unknown,no
52,technician,married,secondary,no,2944,no,no,cellular,22,aug,22,18,-1,0,unknown,no
41,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,no
55,unemployed,married,secondary,no,549,no,no,cellular,18,aug,43,5,-1,0,unknown,no
38,unemployed,married,secondary,no,-673,yes,no,unknown,26,may,364,1,-1,0,unknown,no
43,unemployed,married,primary,no,9262,yes,no,cellular,6,may,45,1,-1,0,unknown,no
39,technician,married,tertiary,no,4765,yes,no,cellular,7,aug,108,2,-1,0,unknown,no
38,management,married,tertiary,no,595,yes,no,cellular,18,nov,70,1,-1,0,unknown,no
34,self-employed,married,secondary,no,-56,yes,no,unknown,19,may,248,3,-1,0,unknown,no
54,management,married,tertiary,no,1451,no,no,cellular,25,aug,308,7,-1,0,unknown,no
85,retired,married,primary,no,12114,no,no,telephone,12,feb,165,2,-1,0,unknown,yes
37,entrepreneur,married,secondary,no,46,no,yes,cellular,19,aug,119,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,-723,yes,no,cellular,25,jul,112,2,-1,0,unknown,no
37,services,married,secondary,no,1784,yes,no,cellular,19,nov,19,5,-1,0,unknown,no
49,blue-collar,married,primary,no,183,yes,yes,cellular,6,feb,257,2,-1,0,unknown,no
41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,yes
36,blue-collar,married,secondary,no,153,yes,no,cellular,8,may,263,1,171,2,failure,no
51,technician,married,secondary,no,180,yes,no,cellular,20,aug,154,2,-1,0,unknown,no
61,admin.,married,tertiary,no,1332,no,no,cellular,12,mar,156,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes
39,admin.,married,secondary,no,15,no,no,unknown,5,jun,256,2,-1,0,unknown,no
34,management,married,tertiary,no,1433,no,no,cellular,20,nov,111,3,104,3,failure,no
36,blue-collar,married,secondary,no,325,no,no,cellular,14,apr,119,2,337,2,failure,no
53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure,no
60,housemaid,married,unknown,no,10285,no,no,unknown,6,jun,174,2,-1,0,unknown,no
48,blue-collar,married,primary,no,719,no,yes,cellular,11,aug,418,5,-1,0,unknown,yes
33,technician,married,secondary,no,74,no,no,cellular,29,aug,94,2,-1,0,unknown,no
45,technician,married,secondary,no,2776,yes,no,cellular,27,jul,287,2,181,1,success,yes
59,blue-collar,married,unknown,no,-278,yes,no,unknown,13,may,318,2,-1,0,unknown,no
54,technician,married,secondary,no,87,yes,no,cellular,12,may,20,8,350,9,failure,no
52,self-employed,married,tertiary,no,583,yes,no,cellular,22,aug,132,1,-1,0,unknown,no
34,admin.,married,secondary,no,-297,yes,no,cellular,15,may,92,4,353,3,failure,no
64,management,married,primary,no,0,yes,no,cellular,16,feb,65,1,-1,0,unknown,no
51,services,married,secondary,no,-467,no,no,unknown,9,jun,216,5,-1,0,unknown,no
56,housemaid,married,primary,no,58,no,yes,cellular,7,jul,227,6,-1,0,unknown,no
59,retired,married,tertiary,no,135,yes,no,unknown,17,nov,94,1,-1,0,unknown,no
47,management,married,tertiary,no,7708,yes,no,cellular,21,nov,157,5,-1,0,unknown,no
50,services,married,secondary,no,481,yes,no,cellular,13,may,168,1,-1,0,unknown,no
56,management,married,secondary,no,0,no,no,telephone,18,nov,189,1,-1,0,unknown,no
48,technician,married,secondary,no,340,yes,no,cellular,28,jan,255,2,-1,0,unknown,no
37,blue-collar,married,primary,no,461,yes,no,unknown,30,may,272,2,-1,0,unknown,no
43,management,married,tertiary,no,3518,no,no,cellular,28,dec,206,2,196,2,success,yes
30,management,married,tertiary,no,1165,yes,yes,cellular,14,aug,80,2,-1,0,unknown,no
33,blue-collar,married,primary,no,463,yes,no,unknown,23,may,230,1,-1,0,unknown,no
48,admin.,married,secondary,no,2235,yes,yes,unknown,15,may,755,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,1914,yes,no,cellular,14,may,532,1,358,1,failure,no
42,admin.,married,secondary,no,208,yes,no,unknown,27,may,75,2,-1,0,unknown,no
62,retired,married,secondary,no,2917,no,no,cellular,11,oct,123,2,182,2,failure,no
43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45,1,-1,0,unknown,no
52,services,married,primary,no,432,no,no,cellular,8,aug,424,4,-1,0,unknown,no
31,unemployed,married,tertiary,no,232,yes,no,cellular,13,may,53,3,-1,0,unknown,no
43,technician,married,secondary,no,463,no,no,unknown,3,jun,268,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,4,yes,yes,unknown,2,jun,229,8,-1,0,unknown,no
49,technician,married,secondary,no,4667,yes,no,unknown,19,may,130,2,-1,0,unknown,no
46,blue-collar,married,primary,no,1533,no,yes,cellular,14,aug,168,4,-1,0,unknown,no
30,management,married,tertiary,no,8089,yes,no,cellular,18,mar,232,2,294,2,failure,yes
31,blue-collar,married,secondary,no,2,yes,no,cellular,10,jul,371,1,-1,0,unknown,no
39,management,married,tertiary,no,1572,no,no,cellular,7,aug,1462,4,-1,0,unknown,no
58,self-employed,married,tertiary,no,-81,no,no,unknown,29,may,54,22,-1,0,unknown,no
40,blue-collar,married,primary,no,1389,yes,no,cellular,9,feb,161,5,-1,0,unknown,no
33,technician,married,tertiary,no,0,yes,yes,cellular,28,aug,94,6,-1,0,unknown,no
52,blue-collar,married,primary,no,1624,no,no,unknown,20,jun,114,3,-1,0,unknown,no
29,admin.,married,secondary,no,69,yes,no,cellular,13,may,77,4,-1,0,unknown,no
27,blue-collar,married,secondary,no,0,yes,no,unknown,13,may,296,1,-1,0,unknown,no
57,admin.,married,secondary,no,567,yes,no,cellular,2,feb,87,2,265,3,other,no
48,entrepreneur,married,unknown,no,2550,yes,no,unknown,14,may,175,3,-1,0,unknown,no
35,housemaid,married,tertiary,no,2880,no,no,cellular,29,jan,42,1,-1,0,unknown,no
31,management,married,tertiary,no,22546,yes,no,cellular,20,aug,88,4,-1,0,unknown,no
34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469,1,-1,0,unknown,yes
32,blue-collar,married,primary,no,9750,yes,no,cellular,21,nov,51,2,-1,0,unknown,no
52,services,married,secondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,yes
48,management,married,tertiary,no,0,no,no,cellular,26,aug,60,5,-1,0,unknown,no
33,blue-collar,married,secondary,no,331,yes,no,cellular,14,may,178,7,365,5,other,no
42,blue-collar,married,primary,no,792,yes,yes,cellular,19,nov,611,2,175,12,other,no
55,management,married,unknown,no,0,no,no,unknown,5,jun,353,2,-1,0,unknown,no
57,retired,married,secondary,no,1749,no,no,cellular,17,nov,288,2,-1,0,unknown,no
61,management,married,tertiary,no,7935,no,no,cellular,26,aug,427,17,-1,0,unknown,no
57,admin.,married,primary,no,1119,no,no,cellular,30,apr,176,2,-1,0,unknown,no
41,technician,married,secondary,no,-508,yes,yes,telephone,17,jul,124,8,-1,0,unknown,no
60,management,married,tertiary,no,73,no,no,telephone,8,aug,243,2,-1,0,unknown,yes
32,management,married,tertiary,no,2218,yes,no,cellular,6,may,37,2,-1,0,unknown,no
40,unemployed,married,secondary,no,1077,yes,yes,cellular,17,nov,148,2,-1,0,unknown,no
35,technician,married,secondary,no,3297,yes,no,cellular,29,jul,193,15,-1,0,unknown,no
30,admin.,married,secondary,no,873,yes,no,unknown,29,may,792,3,-1,0,unknown,yes
49,technician,married,tertiary,no,1071,no,no,cellular,16,sep,225,1,91,1,success,yes
57,unemployed,married,primary,no,5126,yes,no,cellular,2,feb,113,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,597,yes,no,unknown,8,may,223,2,-1,0,unknown,no
33,management,married,tertiary,no,752,yes,no,cellular,11,aug,104,4,-1,0,unknown,no
29,technician,married,tertiary,no,43,yes,no,unknown,20,may,68,2,-1,0,unknown,no
38,services,married,tertiary,no,535,yes,no,cellular,4,feb,369,2,-1,0,unknown,no
43,management,married,tertiary,no,0,no,no,cellular,18,jul,110,1,-1,0,unknown,no
42,self-employed,married,secondary,no,357,no,no,cellular,22,aug,94,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,71,yes,no,unknown,6,may,416,1,-1,0,unknown,no
35,technician,married,tertiary,no,6,yes,no,cellular,18,nov,47,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,1603,no,no,cellular,30,apr,279,1,-1,0,unknown,no
44,technician,married,tertiary,no,1818,yes,yes,cellular,12,aug,120,1,104,1,failure,no
42,management,married,tertiary,no,344,yes,yes,unknown,4,jun,66,2,-1,0,unknown,no
33,technician,married,tertiary,no,148,no,no,cellular,27,aug,15,20,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,227,yes,no,cellular,10,jul,283,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-241,yes,yes,cellular,4,feb,117,1,253,1,failure,no
56,technician,married,secondary,no,589,yes,no,unknown,23,oct,518,1,147,2,success,yes
46,management,married,tertiary,no,716,yes,yes,cellular,17,nov,106,1,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,20,aug,113,3,-1,0,unknown,no
41,admin.,married,secondary,no,120,no,yes,cellular,8,jul,489,1,-1,0,unknown,no
44,management,married,tertiary,no,1791,no,no,telephone,12,aug,201,1,182,2,success,yes
60,blue-collar,married,unknown,no,2090,yes,no,cellular,7,may,957,2,-1,0,unknown,yes
41,services,married,secondary,no,171,no,no,cellular,21,jul,71,9,-1,0,unknown,no
55,blue-collar,married,unknown,no,728,yes,no,cellular,25,jul,130,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,171,yes,yes,cellular,8,may,153,1,353,1,failure,no
60,management,married,tertiary,no,3876,no,yes,cellular,5,aug,445,3,-1,0,unknown,no
63,retired,married,primary,no,1084,no,no,cellular,14,oct,201,1,183,1,success,no
40,blue-collar,married,primary,no,2651,yes,no,unknown,15,may,94,1,-1,0,unknown,no
33,blue-collar,married,primary,no,170,yes,yes,telephone,14,may,113,3,367,4,other,no
57,unemployed,married,secondary,no,3754,no,no,cellular,5,feb,1063,2,-1,0,unknown,yes
51,management,married,tertiary,no,656,yes,no,cellular,25,jul,268,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,35,yes,no,unknown,2,jun,42,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,241,yes,yes,unknown,26,may,85,1,-1,0,unknown,no
44,technician,married,secondary,no,1319,no,no,cellular,4,jun,77,2,-1,0,unknown,no
39,technician,married,tertiary,no,14,no,no,cellular,28,jan,114,2,-1,0,unknown,no
42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,1,350,2,failure,yes
65,retired,married,secondary,no,1370,no,no,cellular,12,nov,177,1,92,1,failure,no
41,technician,married,tertiary,no,725,yes,yes,unknown,27,may,87,3,-1,0,unknown,no
48,services,married,secondary,no,1291,yes,no,cellular,8,may,255,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,4900,yes,no,telephone,31,jul,121,2,-1,0,unknown,no
42,management,married,secondary,no,6526,no,no,cellular,18,jun,133,2,399,3,failure,no
46,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71,3,-1,0,unknown,no
43,housemaid,married,primary,no,25,no,no,cellular,12,aug,121,2,-1,0,unknown,no
58,retired,married,secondary,no,53,no,no,cellular,31,jul,102,2,-1,0,unknown,no
59,services,married,primary,no,927,no,no,cellular,7,aug,1934,2,-1,0,unknown,no
21,services,married,secondary,no,0,yes,yes,unknown,15,may,168,5,-1,0,unknown,no
31,management,married,tertiary,no,0,yes,no,cellular,4,may,108,2,167,1,failure,no
55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,1254,yes,no,cellular,15,may,133,1,353,5,other,no
80,retired,married,secondary,no,173,no,no,cellular,2,aug,87,3,-1,0,unknown,no
49,management,married,tertiary,no,12482,yes,yes,unknown,13,may,46,3,-1,0,unknown,no
28,student,married,secondary,no,704,yes,yes,cellular,14,may,171,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,-371,yes,no,unknown,27,may,138,1,-1,0,unknown,no
37,admin.,married,secondary,no,597,no,no,cellular,2,jun,395,1,-1,0,unknown,yes
36,management,married,tertiary,no,125,yes,no,unknown,13,may,355,1,-1,0,unknown,no
47,management,married,tertiary,no,618,yes,no,cellular,7,may,50,2,359,3,failure,no
65,technician,married,secondary,no,2303,no,no,cellular,1,sep,95,2,-1,0,unknown,no
48,management,married,tertiary,no,1533,no,no,unknown,29,may,358,1,-1,0,unknown,no
77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success,yes
34,housemaid,married,tertiary,no,11219,no,no,cellular,25,may,112,1,-1,0,unknown,no
47,blue-collar,married,primary,no,673,yes,yes,unknown,6,jun,118,4,-1,0,unknown,no
37,blue-collar,married,primary,no,157,yes,no,unknown,30,may,833,8,-1,0,unknown,no
37,admin.,married,secondary,no,0,no,no,cellular,29,jul,153,4,-1,0,unknown,no
36,self-employed,married,tertiary,no,1234,no,no,cellular,7,jul,106,1,-1,0,unknown,no
41,blue-collar,married,primary,no,-204,yes,yes,unknown,6,jun,42,1,-1,0,unknown,no
44,technician,married,secondary,no,3790,yes,no,unknown,13,may,342,2,-1,0,unknown,no
